date,material_id,closing_stock,qty_consumed
2023-02-14,MAT-API-001,3665.2913499999995,0.0
2023-02-15,MAT-API-001,3665.2913499999995,0.0
2023-02-16,MAT-API-001,3665.2913499999995,0.0
2023-02-17,MAT-API-001,3665.2913499999995,0.0
2023-02-18,MAT-API-001,3665.2913499999995,0.0
2023-02-19,MAT-API-001,3665.2913499999995,0.0
2023-02-20,MAT-API-001,3665.2913499999995,0.0
2023-02-21,MAT-API-001,3665.2913499999995,0.0
2023-02-22,MAT-API-001,3665.2913499999995,0.0
2023-02-23,MAT-API-001,3665.2913499999995,0.0
2023-02-24,MAT-API-001,3665.2913499999995,0.0
2023-02-25,MAT-API-001,3665.2913499999995,0.0
2023-02-26,MAT-API-001,3665.2913499999995,0.0
2023-02-27,MAT-API-001,2844.9018499999993,820.3895
2023-02-28,MAT-API-001,2844.9018499999993,0.0
2023-03-01,MAT-API-001,2844.9018499999993,0.0
2023-03-02,MAT-API-001,2844.9018499999993,0.0
2023-03-03,MAT-API-001,2844.9018499999993,0.0
2023-03-04,MAT-API-001,2844.9018499999993,0.0
2023-03-05,MAT-API-001,2844.9018499999993,0.0
2023-03-06,MAT-API-001,2844.9018499999993,0.0
2023-03-07,MAT-API-001,2844.9018499999993,0.0
2023-03-08,MAT-API-001,2844.9018499999993,0.0
2023-03-09,MAT-API-001,2844.9018499999993,0.0
2023-03-10,MAT-API-001,2844.9018499999993,0.0
2023-03-11,MAT-API-001,2844.9018499999993,0.0
2023-03-12,MAT-API-001,2844.9018499999993,0.0
2023-03-13,MAT-API-001,2844.9018499999993,0.0
2023-03-14,MAT-API-001,2844.9018499999993,0.0
2023-03-15,MAT-API-001,2844.9018499999993,0.0
2023-03-16,MAT-API-001,2844.9018499999993,0.0
2023-03-17,MAT-API-001,2844.9018499999993,0.0
2023-03-18,MAT-API-001,2844.9018499999993,0.0
2023-03-19,MAT-API-001,2844.9018499999993,0.0
2023-03-20,MAT-API-001,2844.9018499999993,0.0
2023-03-21,MAT-API-001,2844.9018499999993,0.0
2023-03-22,MAT-API-001,2844.9018499999993,0.0
2023-03-23,MAT-API-001,2844.9018499999993,0.0
2023-03-24,MAT-API-001,2101.1003499999993,743.8015
2023-03-25,MAT-API-001,2101.1003499999993,0.0
2023-03-26,MAT-API-001,2101.1003499999993,0.0
2023-03-27,MAT-API-001,2101.1003499999993,0.0
2023-03-28,MAT-API-001,2101.1003499999993,0.0
2023-03-29,MAT-API-001,2101.1003499999993,0.0
2023-03-30,MAT-API-001,2101.1003499999993,0.0
2023-03-31,MAT-API-001,2101.1003499999993,0.0
2023-04-01,MAT-API-001,2101.1003499999993,0.0
2023-04-02,MAT-API-001,2101.1003499999993,0.0
2023-04-03,MAT-API-001,2101.1003499999993,0.0
2023-04-04,MAT-API-001,2101.1003499999993,0.0
2023-04-05,MAT-API-001,2101.1003499999993,0.0
2023-04-06,MAT-API-001,2101.1003499999993,0.0
2023-04-07,MAT-API-001,2101.1003499999993,0.0
2023-04-08,MAT-API-001,2101.1003499999993,0.0
2023-04-09,MAT-API-001,2101.1003499999993,0.0
2023-04-10,MAT-API-001,2101.1003499999993,0.0
2023-04-11,MAT-API-001,2101.1003499999993,0.0
2023-04-12,MAT-API-001,2101.1003499999993,0.0
2023-04-13,MAT-API-001,2101.1003499999993,0.0
2023-04-14,MAT-API-001,2101.1003499999993,0.0
2023-04-15,MAT-API-001,2101.1003499999993,0.0
2023-04-16,MAT-API-001,2101.1003499999993,0.0
2023-04-17,MAT-API-001,2101.1003499999993,0.0
2023-04-18,MAT-API-001,2101.1003499999993,0.0
2023-04-19,MAT-API-001,1117.0183499999994,984.082
2023-04-20,MAT-API-001,1117.0183499999994,0.0
2023-04-21,MAT-API-001,1117.0183499999994,0.0
2023-04-22,MAT-API-001,1117.0183499999994,0.0
2023-04-23,MAT-API-001,1117.0183499999994,0.0
2023-04-24,MAT-API-001,1117.0183499999994,0.0
2023-04-25,MAT-API-001,1117.0183499999994,0.0
2023-04-26,MAT-API-001,1117.0183499999994,0.0
2023-04-27,MAT-API-001,1117.0183499999994,0.0
2023-04-28,MAT-API-001,1117.0183499999994,0.0
2023-04-29,MAT-API-001,3842.923849999999,0.0
2023-04-30,MAT-API-001,3842.923849999999,0.0
2023-05-01,MAT-API-001,3842.923849999999,0.0
2023-05-02,MAT-API-001,3842.923849999999,0.0
2023-05-03,MAT-API-001,3842.923849999999,0.0
2023-05-04,MAT-API-001,3842.923849999999,0.0
2023-05-05,MAT-API-001,3842.923849999999,0.0
2023-05-06,MAT-API-001,3842.923849999999,0.0
2023-05-07,MAT-API-001,3842.923849999999,0.0
2023-05-08,MAT-API-001,3842.923849999999,0.0
2023-05-09,MAT-API-001,3842.923849999999,0.0
2023-05-10,MAT-API-001,3842.923849999999,0.0
2023-05-11,MAT-API-001,3842.923849999999,0.0
2023-05-12,MAT-API-001,2978.7463499999994,864.1775
2023-05-13,MAT-API-001,2978.7463499999994,0.0
2023-05-14,MAT-API-001,2978.7463499999994,0.0
2023-05-15,MAT-API-001,2978.7463499999994,0.0
2023-05-16,MAT-API-001,2978.7463499999994,0.0
2023-05-17,MAT-API-001,2978.7463499999994,0.0
2023-05-18,MAT-API-001,2978.7463499999994,0.0
2023-05-19,MAT-API-001,2978.7463499999994,0.0
2023-05-20,MAT-API-001,2978.7463499999994,0.0
2023-05-21,MAT-API-001,2978.7463499999994,0.0
2023-05-22,MAT-API-001,2978.7463499999994,0.0
2023-05-23,MAT-API-001,2978.7463499999994,0.0
2023-05-24,MAT-API-001,2978.7463499999994,0.0
2023-05-25,MAT-API-001,2978.7463499999994,0.0
2023-05-26,MAT-API-001,2978.7463499999994,0.0
2023-05-27,MAT-API-001,2978.7463499999994,0.0
2023-05-28,MAT-API-001,2978.7463499999994,0.0
2023-05-29,MAT-API-001,2978.7463499999994,0.0
2023-05-30,MAT-API-001,2978.7463499999994,0.0
2023-05-31,MAT-API-001,2978.7463499999994,0.0
2023-06-01,MAT-API-001,2978.7463499999994,0.0
2023-06-02,MAT-API-001,2978.7463499999994,0.0
2023-06-03,MAT-API-001,2978.7463499999994,0.0
2023-06-04,MAT-API-001,2978.7463499999994,0.0
2023-06-05,MAT-API-001,2978.7463499999994,0.0
2023-06-06,MAT-API-001,2978.7463499999994,0.0
2023-06-07,MAT-API-001,2134.2488499999995,844.4975000000001
2023-06-08,MAT-API-001,2134.2488499999995,0.0
2023-06-09,MAT-API-001,2134.2488499999995,0.0
2023-06-10,MAT-API-001,2134.2488499999995,0.0
2023-06-11,MAT-API-001,2134.2488499999995,0.0
2023-06-12,MAT-API-001,2134.2488499999995,0.0
2023-06-13,MAT-API-001,2134.2488499999995,0.0
2023-06-14,MAT-API-001,2134.2488499999995,0.0
2023-06-15,MAT-API-001,2134.2488499999995,0.0
2023-06-16,MAT-API-001,2134.2488499999995,0.0
2023-06-17,MAT-API-001,2134.2488499999995,0.0
2023-06-18,MAT-API-001,2134.2488499999995,0.0
2023-06-19,MAT-API-001,2134.2488499999995,0.0
2023-06-20,MAT-API-001,2134.2488499999995,0.0
2023-06-21,MAT-API-001,2134.2488499999995,0.0
2023-06-22,MAT-API-001,2134.2488499999995,0.0
2023-06-23,MAT-API-001,2134.2488499999995,0.0
2023-06-24,MAT-API-001,2134.2488499999995,0.0
2023-06-25,MAT-API-001,2134.2488499999995,0.0
2023-06-26,MAT-API-001,2134.2488499999995,0.0
2023-06-27,MAT-API-001,2134.2488499999995,0.0
2023-06-28,MAT-API-001,2134.2488499999995,0.0
2023-06-29,MAT-API-001,2134.2488499999995,0.0
2023-06-30,MAT-API-001,2134.2488499999995,0.0
2023-07-01,MAT-API-001,2134.2488499999995,0.0
2023-07-02,MAT-API-001,2134.2488499999995,0.0
2023-07-03,MAT-API-001,1386.5523499999995,747.6965
2023-07-04,MAT-API-001,1386.5523499999995,0.0
2023-07-05,MAT-API-001,1386.5523499999995,0.0
2023-07-06,MAT-API-001,1386.5523499999995,0.0
2023-07-07,MAT-API-001,1386.5523499999995,0.0
2023-07-08,MAT-API-001,3978.613349999999,0.0
2023-07-09,MAT-API-001,3978.613349999999,0.0
2023-07-10,MAT-API-001,3978.613349999999,0.0
2023-07-11,MAT-API-001,3978.613349999999,0.0
2023-07-12,MAT-API-001,3978.613349999999,0.0
2023-07-13,MAT-API-001,3978.613349999999,0.0
2023-07-14,MAT-API-001,3978.613349999999,0.0
2023-07-15,MAT-API-001,3978.613349999999,0.0
2023-07-16,MAT-API-001,3978.613349999999,0.0
2023-07-17,MAT-API-001,3978.613349999999,0.0
2023-07-18,MAT-API-001,3978.613349999999,0.0
2023-07-19,MAT-API-001,3978.613349999999,0.0
2023-07-20,MAT-API-001,3978.613349999999,0.0
2023-07-21,MAT-API-001,3978.613349999999,0.0
2023-07-22,MAT-API-001,3978.613349999999,0.0
2023-07-23,MAT-API-001,3978.613349999999,0.0
2023-07-24,MAT-API-001,3978.613349999999,0.0
2023-07-25,MAT-API-001,3978.613349999999,0.0
2023-07-26,MAT-API-001,3978.613349999999,0.0
2023-07-27,MAT-API-001,3978.613349999999,0.0
2023-07-28,MAT-API-001,3093.6180999999992,884.9952499999999
2023-07-29,MAT-API-001,3093.6180999999992,0.0
2023-07-30,MAT-API-001,3093.6180999999992,0.0
2023-07-31,MAT-API-001,3093.6180999999992,0.0
2023-08-01,MAT-API-001,3093.6180999999992,0.0
2023-08-02,MAT-API-001,3093.6180999999992,0.0
2023-08-03,MAT-API-001,3093.6180999999992,0.0
2023-08-04,MAT-API-001,3093.6180999999992,0.0
2023-08-05,MAT-API-001,3093.6180999999992,0.0
2023-08-06,MAT-API-001,3093.6180999999992,0.0
2023-08-07,MAT-API-001,3093.6180999999992,0.0
2023-08-08,MAT-API-001,3093.6180999999992,0.0
2023-08-09,MAT-API-001,3093.6180999999992,0.0
2023-08-10,MAT-API-001,3093.6180999999992,0.0
2023-08-11,MAT-API-001,3093.6180999999992,0.0
2023-08-12,MAT-API-001,3093.6180999999992,0.0
2023-08-13,MAT-API-001,3093.6180999999992,0.0
2023-08-14,MAT-API-001,3093.6180999999992,0.0
2023-08-15,MAT-API-001,3093.6180999999992,0.0
2023-08-16,MAT-API-001,3093.6180999999992,0.0
2023-08-17,MAT-API-001,3093.6180999999992,0.0
2023-08-18,MAT-API-001,3093.6180999999992,0.0
2023-08-19,MAT-API-001,3093.6180999999992,0.0
2023-08-20,MAT-API-001,3093.6180999999992,0.0
2023-08-21,MAT-API-001,2315.007599999999,778.6105
2023-08-22,MAT-API-001,2315.007599999999,0.0
2023-08-23,MAT-API-001,2315.007599999999,0.0
2023-08-24,MAT-API-001,2315.007599999999,0.0
2023-08-25,MAT-API-001,2315.007599999999,0.0
2023-08-26,MAT-API-001,2315.007599999999,0.0
2023-08-27,MAT-API-001,2315.007599999999,0.0
2023-08-28,MAT-API-001,2315.007599999999,0.0
2023-08-29,MAT-API-001,2315.007599999999,0.0
2023-08-30,MAT-API-001,2315.007599999999,0.0
2023-08-31,MAT-API-001,2315.007599999999,0.0
2023-09-01,MAT-API-001,2315.007599999999,0.0
2023-09-02,MAT-API-001,2315.007599999999,0.0
2023-09-03,MAT-API-001,2315.007599999999,0.0
2023-09-04,MAT-API-001,2315.007599999999,0.0
2023-09-05,MAT-API-001,2315.007599999999,0.0
2023-09-06,MAT-API-001,2315.007599999999,0.0
2023-09-07,MAT-API-001,2315.007599999999,0.0
2023-09-08,MAT-API-001,2315.007599999999,0.0
2023-09-09,MAT-API-001,2315.007599999999,0.0
2023-09-10,MAT-API-001,2315.007599999999,0.0
2023-09-11,MAT-API-001,2315.007599999999,0.0
2023-09-12,MAT-API-001,2315.007599999999,0.0
2023-09-13,MAT-API-001,1495.7045999999991,819.303
2023-09-14,MAT-API-001,1495.7045999999991,0.0
2023-09-15,MAT-API-001,1495.7045999999991,0.0
2023-09-16,MAT-API-001,1495.7045999999991,0.0
2023-09-17,MAT-API-001,1495.7045999999991,0.0
2023-09-18,MAT-API-001,1495.7045999999991,0.0
2023-09-19,MAT-API-001,1495.7045999999991,0.0
2023-09-20,MAT-API-001,1495.7045999999991,0.0
2023-09-21,MAT-API-001,1495.7045999999991,0.0
2023-09-22,MAT-API-001,1495.7045999999991,0.0
2023-09-23,MAT-API-001,3972.893849999999,0.0
2023-09-24,MAT-API-001,3972.893849999999,0.0
2023-09-25,MAT-API-001,3972.893849999999,0.0
2023-09-26,MAT-API-001,3972.893849999999,0.0
2023-09-27,MAT-API-001,3972.893849999999,0.0
2023-09-28,MAT-API-001,3972.893849999999,0.0
2023-09-29,MAT-API-001,3972.893849999999,0.0
2023-09-30,MAT-API-001,3972.893849999999,0.0
2023-10-01,MAT-API-001,3972.893849999999,0.0
2023-10-02,MAT-API-001,3972.893849999999,0.0
2023-10-03,MAT-API-001,3972.893849999999,0.0
2023-10-04,MAT-API-001,3972.893849999999,0.0
2023-10-05,MAT-API-001,3972.893849999999,0.0
2023-10-06,MAT-API-001,3972.893849999999,0.0
2023-10-07,MAT-API-001,3972.893849999999,0.0
2023-10-08,MAT-API-001,3972.893849999999,0.0
2023-10-09,MAT-API-001,3156.122599999999,816.77125
2023-10-10,MAT-API-001,3156.122599999999,0.0
2023-10-11,MAT-API-001,3156.122599999999,0.0
2023-10-12,MAT-API-001,3156.122599999999,0.0
2023-10-13,MAT-API-001,3156.122599999999,0.0
2023-10-14,MAT-API-001,3156.122599999999,0.0
2023-10-15,MAT-API-001,3156.122599999999,0.0
2023-10-16,MAT-API-001,3156.122599999999,0.0
2023-10-17,MAT-API-001,3156.122599999999,0.0
2023-10-18,MAT-API-001,3156.122599999999,0.0
2023-10-19,MAT-API-001,3156.122599999999,0.0
2023-10-20,MAT-API-001,3156.122599999999,0.0
2023-10-21,MAT-API-001,3156.122599999999,0.0
2023-10-22,MAT-API-001,3156.122599999999,0.0
2023-10-23,MAT-API-001,3156.122599999999,0.0
2023-10-24,MAT-API-001,3156.122599999999,0.0
2023-10-25,MAT-API-001,3156.122599999999,0.0
2023-10-26,MAT-API-001,3156.122599999999,0.0
2023-10-27,MAT-API-001,3156.122599999999,0.0
2023-10-28,MAT-API-001,3156.122599999999,0.0
2023-10-29,MAT-API-001,3156.122599999999,0.0
2023-10-30,MAT-API-001,3156.122599999999,0.0
2023-10-31,MAT-API-001,3156.122599999999,0.0
2023-11-01,MAT-API-001,3156.122599999999,0.0
2023-11-02,MAT-API-001,3156.122599999999,0.0
2023-11-03,MAT-API-001,2269.507849999999,886.61475
2023-11-04,MAT-API-001,2269.507849999999,0.0
2023-11-05,MAT-API-001,2269.507849999999,0.0
2023-11-06,MAT-API-001,2269.507849999999,0.0
2023-11-07,MAT-API-001,2269.507849999999,0.0
2023-11-08,MAT-API-001,2269.507849999999,0.0
2023-11-09,MAT-API-001,2269.507849999999,0.0
2023-11-10,MAT-API-001,2269.507849999999,0.0
2023-11-11,MAT-API-001,2269.507849999999,0.0
2023-11-12,MAT-API-001,2269.507849999999,0.0
2023-11-13,MAT-API-001,2269.507849999999,0.0
2023-11-14,MAT-API-001,2269.507849999999,0.0
2023-11-15,MAT-API-001,2269.507849999999,0.0
2023-11-16,MAT-API-001,2269.507849999999,0.0
2023-11-17,MAT-API-001,2269.507849999999,0.0
2023-11-18,MAT-API-001,2269.507849999999,0.0
2023-11-19,MAT-API-001,2269.507849999999,0.0
2023-11-20,MAT-API-001,2269.507849999999,0.0
2023-11-21,MAT-API-001,2269.507849999999,0.0
2023-11-22,MAT-API-001,2269.507849999999,0.0
2023-11-23,MAT-API-001,2269.507849999999,0.0
2023-11-24,MAT-API-001,2269.507849999999,0.0
2023-11-25,MAT-API-001,2269.507849999999,0.0
2023-11-26,MAT-API-001,2269.507849999999,0.0
2023-11-27,MAT-API-001,1336.255599999999,933.2522500000001
2023-11-28,MAT-API-001,1336.255599999999,0.0
2023-11-29,MAT-API-001,1336.255599999999,0.0
2023-11-30,MAT-API-001,1336.255599999999,0.0
2023-12-01,MAT-API-001,1336.255599999999,0.0
2023-12-02,MAT-API-001,1336.255599999999,0.0
2023-12-03,MAT-API-001,1336.255599999999,0.0
2023-12-04,MAT-API-001,1336.255599999999,0.0
2023-12-05,MAT-API-001,1336.255599999999,0.0
2023-12-06,MAT-API-001,1336.255599999999,0.0
2023-12-07,MAT-API-001,1336.255599999999,0.0
2023-12-08,MAT-API-001,1336.255599999999,0.0
2023-12-09,MAT-API-001,1336.255599999999,0.0
2023-12-10,MAT-API-001,1336.255599999999,0.0
2023-12-11,MAT-API-001,1336.255599999999,0.0
2023-12-12,MAT-API-001,1336.255599999999,0.0
2023-12-13,MAT-API-001,1336.255599999999,0.0
2023-12-14,MAT-API-001,1336.255599999999,0.0
2023-12-15,MAT-API-001,1336.255599999999,0.0
2023-12-16,MAT-API-001,1336.255599999999,0.0
2023-12-17,MAT-API-001,1336.255599999999,0.0
2023-12-18,MAT-API-001,1336.255599999999,0.0
2023-12-19,MAT-API-001,1336.255599999999,0.0
2023-12-20,MAT-API-001,1336.255599999999,0.0
2023-12-21,MAT-API-001,1336.255599999999,0.0
2023-12-22,MAT-API-001,1336.255599999999,0.0
2023-12-23,MAT-API-001,1336.255599999999,0.0
2023-12-24,MAT-API-001,1336.255599999999,0.0
2023-12-25,MAT-API-001,413.70434999999907,922.55125
2023-12-26,MAT-API-001,413.70434999999907,0.0
2023-12-27,MAT-API-001,2828.3890999999994,0.0
2023-12-28,MAT-API-001,2828.3890999999994,0.0
2023-12-29,MAT-API-001,2828.3890999999994,0.0
2023-12-30,MAT-API-001,2828.3890999999994,0.0
2023-12-31,MAT-API-001,2828.3890999999994,0.0
2024-01-01,MAT-API-001,2828.3890999999994,0.0
2024-01-02,MAT-API-001,2828.3890999999994,0.0
2024-01-03,MAT-API-001,2828.3890999999994,0.0
2024-01-04,MAT-API-001,2828.3890999999994,0.0
2024-01-05,MAT-API-001,2828.3890999999994,0.0
2024-01-06,MAT-API-001,2828.3890999999994,0.0
2024-01-07,MAT-API-001,2828.3890999999994,0.0
2024-01-08,MAT-API-001,2828.3890999999994,0.0
2024-01-09,MAT-API-001,2828.3890999999994,0.0
2024-01-10,MAT-API-001,2828.3890999999994,0.0
2024-01-11,MAT-API-001,2828.3890999999994,0.0
2024-01-12,MAT-API-001,2828.3890999999994,0.0
2024-01-13,MAT-API-001,2828.3890999999994,0.0
2024-01-14,MAT-API-001,2828.3890999999994,0.0
2024-01-15,MAT-API-001,2828.3890999999994,0.0
2024-01-16,MAT-API-001,2828.3890999999994,0.0
2024-01-17,MAT-API-001,1904.0133499999993,924.37575
2024-01-18,MAT-API-001,1904.0133499999993,0.0
2024-01-19,MAT-API-001,1904.0133499999993,0.0
2024-01-20,MAT-API-001,1904.0133499999993,0.0
2024-01-21,MAT-API-001,1904.0133499999993,0.0
2024-01-22,MAT-API-001,1904.0133499999993,0.0
2024-01-23,MAT-API-001,1904.0133499999993,0.0
2024-01-24,MAT-API-001,1904.0133499999993,0.0
2024-01-25,MAT-API-001,1904.0133499999993,0.0
2024-01-26,MAT-API-001,1904.0133499999993,0.0
2024-01-27,MAT-API-001,1904.0133499999993,0.0
2024-01-28,MAT-API-001,1904.0133499999993,0.0
2024-01-29,MAT-API-001,1904.0133499999993,0.0
2024-01-30,MAT-API-001,1904.0133499999993,0.0
2024-01-31,MAT-API-001,1904.0133499999993,0.0
2024-02-01,MAT-API-001,1904.0133499999993,0.0
2024-02-02,MAT-API-001,1904.0133499999993,0.0
2024-02-03,MAT-API-001,1904.0133499999993,0.0
2024-02-04,MAT-API-001,1904.0133499999993,0.0
2024-02-05,MAT-API-001,1904.0133499999993,0.0
2024-02-06,MAT-API-001,1904.0133499999993,0.0
2024-02-07,MAT-API-001,1904.0133499999993,0.0
2024-02-08,MAT-API-001,1904.0133499999993,0.0
2024-02-09,MAT-API-001,1904.0133499999993,0.0
2024-02-10,MAT-API-001,1904.0133499999993,0.0
2024-02-11,MAT-API-001,1904.0133499999993,0.0
2024-02-12,MAT-API-001,1904.0133499999993,0.0
2024-02-13,MAT-API-001,918.1580999999993,985.85525
2024-02-14,MAT-API-001,918.1580999999993,0.0
2024-02-15,MAT-API-001,918.1580999999993,0.0
2024-02-16,MAT-API-001,918.1580999999993,0.0
2024-02-17,MAT-API-001,918.1580999999993,0.0
2024-02-18,MAT-API-001,918.1580999999993,0.0
2024-02-19,MAT-API-001,918.1580999999993,0.0
2024-02-20,MAT-API-001,918.1580999999993,0.0
2024-02-21,MAT-API-001,918.1580999999993,0.0
2024-02-22,MAT-API-001,918.1580999999993,0.0
2024-02-23,MAT-API-001,918.1580999999993,0.0
2024-02-24,MAT-API-001,3660.576349999999,0.0
2024-02-25,MAT-API-001,3660.576349999999,0.0
2024-02-26,MAT-API-001,3660.576349999999,0.0
2024-02-27,MAT-API-001,3660.576349999999,0.0
2024-02-28,MAT-API-001,3660.576349999999,0.0
2024-02-29,MAT-API-001,3660.576349999999,0.0
2024-03-01,MAT-API-001,3660.576349999999,0.0
2024-03-02,MAT-API-001,3660.576349999999,0.0
2024-03-03,MAT-API-001,3660.576349999999,0.0
2024-03-04,MAT-API-001,3660.576349999999,0.0
2024-03-05,MAT-API-001,3660.576349999999,0.0
2024-03-06,MAT-API-001,3660.576349999999,0.0
2024-03-07,MAT-API-001,3660.576349999999,0.0
2024-03-08,MAT-API-001,3660.576349999999,0.0
2024-03-09,MAT-API-001,3660.576349999999,0.0
2024-03-10,MAT-API-001,3660.576349999999,0.0
2024-03-11,MAT-API-001,2715.557099999999,945.01925
2024-03-12,MAT-API-001,2715.557099999999,0.0
2024-03-13,MAT-API-001,2715.557099999999,0.0
2024-03-14,MAT-API-001,2715.557099999999,0.0
2024-03-15,MAT-API-001,2715.557099999999,0.0
2024-03-16,MAT-API-001,2715.557099999999,0.0
2024-03-17,MAT-API-001,2715.557099999999,0.0
2024-03-18,MAT-API-001,2715.557099999999,0.0
2024-03-19,MAT-API-001,2715.557099999999,0.0
2024-03-20,MAT-API-001,2715.557099999999,0.0
2024-03-21,MAT-API-001,2715.557099999999,0.0
2024-03-22,MAT-API-001,2715.557099999999,0.0
2024-03-23,MAT-API-001,2715.557099999999,0.0
2024-03-24,MAT-API-001,2715.557099999999,0.0
2024-03-25,MAT-API-001,2715.557099999999,0.0
2024-03-26,MAT-API-001,2715.557099999999,0.0
2024-03-27,MAT-API-001,2715.557099999999,0.0
2024-03-28,MAT-API-001,2715.557099999999,0.0
2024-03-29,MAT-API-001,2715.557099999999,0.0
2024-03-30,MAT-API-001,2715.557099999999,0.0
2024-03-31,MAT-API-001,2715.557099999999,0.0
2024-04-01,MAT-API-001,2715.557099999999,0.0
2024-04-02,MAT-API-001,2715.557099999999,0.0
2024-04-03,MAT-API-001,2715.557099999999,0.0
2024-04-04,MAT-API-001,2715.557099999999,0.0
2024-04-05,MAT-API-001,1811.824849999999,903.73225
2024-04-06,MAT-API-001,1811.824849999999,0.0
2024-04-07,MAT-API-001,1811.824849999999,0.0
2024-04-08,MAT-API-001,1811.824849999999,0.0
2024-04-09,MAT-API-001,1811.824849999999,0.0
2024-04-10,MAT-API-001,1811.824849999999,0.0
2024-04-11,MAT-API-001,1811.824849999999,0.0
2024-04-12,MAT-API-001,1811.824849999999,0.0
2024-04-13,MAT-API-001,1811.824849999999,0.0
2024-04-14,MAT-API-001,1811.824849999999,0.0
2024-04-15,MAT-API-001,1811.824849999999,0.0
2024-04-16,MAT-API-001,1811.824849999999,0.0
2024-04-17,MAT-API-001,1811.824849999999,0.0
2024-04-18,MAT-API-001,1811.824849999999,0.0
2024-04-19,MAT-API-001,1811.824849999999,0.0
2024-04-20,MAT-API-001,1811.824849999999,0.0
2024-04-21,MAT-API-001,1811.824849999999,0.0
2024-04-22,MAT-API-001,1811.824849999999,0.0
2024-04-23,MAT-API-001,1811.824849999999,0.0
2024-04-24,MAT-API-001,1811.824849999999,0.0
2024-04-25,MAT-API-001,1811.824849999999,0.0
2024-04-26,MAT-API-001,1811.824849999999,0.0
2024-04-27,MAT-API-001,1811.824849999999,0.0
2024-04-28,MAT-API-001,1811.824849999999,0.0
2024-04-29,MAT-API-001,1031.0003499999991,780.8245
2024-04-30,MAT-API-001,1031.0003499999991,0.0
2024-05-01,MAT-API-001,1031.0003499999991,0.0
2024-05-02,MAT-API-001,1031.0003499999991,0.0
2024-05-03,MAT-API-001,1031.0003499999991,0.0
2024-05-04,MAT-API-001,1031.0003499999991,0.0
2024-05-05,MAT-API-001,1031.0003499999991,0.0
2024-05-06,MAT-API-001,1031.0003499999991,0.0
2024-05-07,MAT-API-001,1031.0003499999991,0.0
2024-05-08,MAT-API-001,1031.0003499999991,0.0
2024-05-09,MAT-API-001,1031.0003499999991,0.0
2024-05-10,MAT-API-001,1031.0003499999991,0.0
2024-05-11,MAT-API-001,1031.0003499999991,0.0
2024-05-12,MAT-API-001,1031.0003499999991,0.0
2024-05-13,MAT-API-001,1031.0003499999991,0.0
2024-05-14,MAT-API-001,1031.0003499999991,0.0
2024-05-15,MAT-API-001,3886.2505999999994,0.0
2024-05-16,MAT-API-001,3886.2505999999994,0.0
2024-05-17,MAT-API-001,3886.2505999999994,0.0
2024-05-18,MAT-API-001,3886.2505999999994,0.0
2024-05-19,MAT-API-001,3886.2505999999994,0.0
2024-05-20,MAT-API-001,3886.2505999999994,0.0
