date,inv_value_fg,cogs,revenue,inv_value_rm,total_inventory_value,accounts_receivable,accounts_payable,avg_inventory_w,avg_cogs_w,avg_revenue_w,avg_ar_w,avg_ap_w,DIO,DSO,DPO,CCC
2023-02-17,42476.47,10218.51,24480.57,115296.04831252983,157772.51831252984,1383524.2500000047,243966.72,169085.2362148815,8444.176041666668,20308.623125000002,1270596.9543750028,234386.70541666666,20.023888107087394,62.564406585047735,27.757202628192086,54.83109206394303
2023-02-18,39832.96,5719.32,13682.66,115296.04831252983,155129.00831252983,1382069.4900000046,239725.43,168800.4152372825,8388.566734693877,20173.3993877551,1272871.9040816354,234495.65897959186,20.12267656394135,63.096550046703896,27.95419842221107,55.26502818843418
2023-02-19,35014.75,4818.21,11584.35,116675.22897562983,151689.97897562984,1378516.4200000048,233879.18,168458.20651204942,8317.159599999999,20001.6184,1274984.794400003,234483.32940000002,20.254295289950843,63.744081548921216,28.19271730699986,55.8056595318722
2023-02-20,26988.86,8025.89,19265.05,108664.43793935984,135653.29793935985,1382644.050000005,236310.71000000002,167814.97301062415,8311.44843137255,19987.17588235294,1277095.7601960814,234519.16039215686,20.1908216595782,63.89575834591287,28.216400826952906,55.870179178538166
2023-02-21,20337.59,6651.2699999999995,16053.37,101967.94363618983,122305.53363618982,1383560.0000000051,238446.83000000002,166939.79148419274,8279.521923076923,19911.525769230768,1279143.1494230798,234594.6925,20.16297475086011,64.2413426398361,28.334328319867222,56.06998907082898
2023-02-22,28938.73,7987.04,19211.85,99839.39679652982,128778.12679652982,1387634.4300000053,238784.00000000003,166219.76007499156,8274.003396226415,19898.32433962264,1281190.1547169844,234673.73603773586,20.089399546391366,64.38683644158961,28.362779757229156,56.113456230751815
2023-02-23,53348.96,9558.21,22915.31,88939.81287282983,142288.77287282984,1395412.3200000054,242179.45,165776.5936453219,8297.785,19954.194444444445,1283305.380000003,234812.73074074075,19.978415160831705,64.31256263303051,28.298242331024575,55.992735462837636
2023-02-24,53385.89,9075.94,21892.04,77233.21979212984,130619.10979212984,1402166.9400000055,244978.92,165137.36666617292,8311.933272727272,19989.428,1285466.4992727304,234997.57054545457,19.86750389443259,64.30731781183185,28.272311968205717,55.902509738058725
2023-02-25,61001.33,5236.12,12602.02,77233.21979212984,138234.54979212984,1399631.5400000056,240798.27000000002,164656.9592219936,8257.008035714285,19857.510000000002,1287505.160714289,235101.15446428573,19.941479832621926,64.83719060014518,28.472923054863898,56.3057473779032
2023-02-26,55839.05,5162.28,12426.6,77233.21979212984,133072.26979212984,1396920.7200000058,237085.06000000003,164102.84186357493,8202.714561403509,19727.143157894734,1289424.7319298277,235135.95982456143,20.005918849807745,65.36297332104088,28.665627465687283,56.703264705161345
2023-02-27,46474.44,9364.61,22483.2,68894.36516511116,115368.80516511116,1404266.5000000058,240973.83000000005,163262.59985153246,8222.74724137931,19774.661379310346,1291404.7624137965,235236.6127586207,19.85499432962581,65.30603673269246,28.608031580350676,56.552999481967596
2023-02-28,37346.53,9127.91,21781.82,65797.87341014115,103144.40341014115,1410910.900000006,244169.11000000004,162243.64736947496,8238.088983050848,19808.68101694915,1293430.290169495,235388.01101694917,19.694330530208784,65.296134006236,28.573132858996733,56.41733167744806
2023-03-01,45320.3,9465.92,22580.98,62647.85547613116,107968.15547613116,1418354.460000006,243868.04000000007,161339.05583791927,8258.552833333333,19854.886,1295512.3596666702,235529.34483333337,19.53599608719816,65.24904548264192,28.51944518447411,56.26559638536597
2023-03-02,52919.3,8896.97,21428.81,55404.22932135116,108323.52932135116,1424645.8500000061,244012.54000000007,157863.5391546431,8302.096166666666,19959.7425,1300334.68216667,236454.03550000003,19.01490129546718,65.14786862439082,28.481245067887176,55.681524851970835
2023-03-03,47171.25,11073.58,26341.28,51470.86091533116,98642.11091533117,1435849.7100000062,244899.05000000005,154527.09393292945,8283.3425,19911.55166666667,1305108.8138333368,237294.92750000005,18.655161721603257,65.54530936020322,28.647243247517537,55.55322783428895
2023-03-04,44712.29,5465.08,13124.44,51470.86091533116,96183.15091533116,1433836.7300000063,239515.56000000003,151514.39630655313,8190.3315,19685.880166666666,1309657.2740000035,237966.7385,18.49917751272377,66.52774795498324,29.05459180742562,55.97233366028138
2023-03-05,39399.61,5312.68,12752.25,51470.86091533116,90870.47091533116,1431451.5600000063,233938.91000000003,148669.00184528617,8094.747333333333,19452.554166666665,1313972.4081666705,238466.21600000001,18.366107763868378,67.54755169468983,29.45937731966269,56.45428213889552
2023-03-06,29842.98,9556.63,22687.31,120832.99547425118,150675.97547425117,1439001.4500000065,237423.73000000004,147010.72029333454,8063.67,19372.13366666667,1318207.121833337,238938.15883333335,18.231242138298633,68.04656340470929,29.631440626083823,56.64636491692411
2023-03-07,22497.22,7345.76,17749.96,118327.56070434119,140824.7807043412,1441613.9900000065,239566.38000000006,145566.88008717453,8003.224833333333,19227.20333333333,1322296.9051666707,239367.67750000005,18.188528139418285,68.77219126685286,29.90890328396581,57.051816122305326
2023-03-08,30363.19,7943.58,19105.21,112124.45093545118,142487.64093545117,1445581.7800000065,239072.75000000006,144251.43755153305,8034.9345,19303.830166666663,1326463.3153333373,239793.0251666667,17.953032168654648,68.7150323993131,29.843805841437373,56.824258726530374
2023-03-09,51935.24,8727.46,21159.920000000002,111071.5515582712,163006.7915582712,1451604.2800000065,240399.66000000006,143378.62785960527,8079.745166666666,19415.18,1330741.0753333373,240244.58050000004,17.745439355082624,68.54126901390238,29.734177940554282,56.55253042843072
2023-03-10,51677.75,9641.8,23132.06,106639.9413108712,158317.69131087122,1459598.9200000067,242328.16000000006,143010.0701398383,8087.305833333333,19432.534666666663,1335036.1900000041,240679.88100000005,17.68327711193952,68.70108366717804,29.76020518576078,56.624155593356775
2023-03-11,57803.82,5358.2,12905.91,106639.9413108712,164443.7613108712,1457367.4100000067,238433.90000000008,142997.99358062146,8041.655499999999,19325.7135,1339224.483500004,241020.06300000005,17.78215860908509,69.29754409843673,29.9714484163118,57.10825429121002
2023-03-12,53035.03,4768.79,11561.89,106639.9413108712,159674.9713108712,1453791.8800000066,234305.0300000001,142767.95152140467,7977.617,19175.376666666663,1343262.4401666708,241252.6516666667,17.89606489273735,70.0514239442148,30.24119253489691,57.706296302055236
2023-03-13,43249.99,9785.04,23313.4,88386.8997925012,131636.8897925012,1461967.8600000066,238096.0700000001,141786.34178499368,7976.098166666667,19168.6395,1347293.6596666712,241488.56100000005,17.77640380324561,70.28634763915672,30.276528191342685,57.786223251059646
2023-03-14,34928.35,8321.64,19933.56,82865.9096105012,117794.2596105012,1466764.0000000068,240920.2200000001,140777.4617761597,7925.1900000000005,19047.072166666665,1351203.3118333376,241686.6768333334,17.763291703562903,70.94021065337336,30.496010421621865,58.207491935314394
2023-03-15,41546.909999999996,8775.59,21140.56,76172.6433285312,117719.55332853118,1472767.1400000069,239039.58000000007,139689.79282929288,7979.820333333333,19177.400833333333,1355243.292666671,241866.5586666667,17.50538069707913,70.6687681216448,30.309774977807567,57.86437384091637
2023-03-16,47889.18,9937.57,23833.89,75844.9153083812,123734.09530838119,1481463.6100000069,240320.70000000007,138792.3622487569,8055.4505,19357.289,1359463.1616666713,242082.53600000002,17.229621390977066,70.23003901355563,30.05201707837445,57.40764332615824
2023-03-17,44165.5,8921.02,21511.38,74468.3659776812,118633.8659776812,1487837.5700000068,239890.00000000006,138237.93656756045,8038.293333333333,19314.484833333336,1363640.2265000048,242230.23366666673,17.197423735995425,70.60194658397548,30.134535233017964,57.66483508695294
2023-03-18,44816.02,5207.08,12508.33,74468.3659776812,119284.3859776812,1471113.170000007,235449.70000000004,137912.58979024662,7968.562666666667,19143.8515,1367411.7361666714,242252.15050000002,17.307084798008738,71.42824609596828,30.400984548112568,58.334346345864454
2023-03-19,39188.25,5627.7699999999995,13373.88,74468.3659776812,113656.6159776812,1457822.3200000068,230858.96000000002,137501.89509456063,7913.761333333333,19007.120166666668,1370854.3926666714,242153.69700000004,17.37503688864014,72.1232033388613,30.599064945265816,58.899175282235625
2023-03-20,30222.4,8965.85,21435.06,61091.933895301205,91314.33389530121,1452505.5700000068,234105.49000000002,136674.28603820634,7897.182,18965.385166666667,1374061.7410000048,242048.0816666667,17.306715995428032,72.45103270641923,30.649930781216224,59.107817920631035
2023-03-21,23718.02,6504.38,15795.5,55416.382524581204,79134.40252458121,1440788.5300000068,235791.66000000003,135689.8871283507,7827.847333333334,18804.767666666667,1376902.2198333384,241897.5676666667,17.33425312864014,73.22091100726735,30.902182600904073,59.65298153500342
2023-03-22,31536.46,7188.32,17322.73,48399.97987360987,79936.43987360987,1431665.4800000067,234954.09000000003,134705.7386743122,7854.413333333333,18872.032833333335,1379621.491166672,241744.59433333337,17.150324659212256,73.10402135004085,30.778185979517254,59.47616002973586
2023-03-23,53223.33,9576.42,22965.6,48631.97028775987,101855.30028775986,1440123.4800000067,237879.24000000005,134162.15706050952,7938.767833333333,19074.469333333334,1382553.6960000051,241669.86050000004,16.899619673620993,72.48189566060125,30.441734230503073,58.93978110371917
2023-03-24,52717.99,9436.65,22590.23,42630.79199795987,95348.78199795986,1448234.7800000068,239328.85000000003,133661.64222822353,7968.5475,19146.384333333335,1385568.790666672,241596.52850000004,16.773651939481258,72.36712512108275,30.31876618668585,58.822010873878156
2023-03-25,59105.05,5238.51,12580.95,44238.59881685987,103343.64881685987,1438724.9500000067,235009.15000000005,133397.0878429192,7953.1433333333325,19107.881,1388429.492666672,241453.2283333334,16.772876113501354,72.66266168743002,30.359471496175736,59.076066304755635
2023-03-26,54179.53,4925.52,11820.75,44238.59881685987,98418.12881685987,1431230.5200000068,230858.73000000004,132917.7884386452,7930.6275000000005,19051.913333333334,1391164.597666672,241240.88616666672,16.76005945792375,73.01967909084924,30.418890077319443,59.36084847145354
2023-03-27,45019.56,9159.97,21774.739999999998,112662.50655584988,157682.06655584986,1432423.1600000067,234782.58000000005,133222.6957025377,7926.3475,19037.094999999998,1393794.139666672,241041.73483333338,16.807576970671256,73.21464433868047,30.410190170609273,59.61203113874245
2023-03-28,37738.29,7281.2699999999995,17579.88,110104.54141651986,147842.83141651985,1426285.4100000067,236901.57000000004,133448.4134498117,7899.777166666667,18968.419833333333,1396212.0030000056,240834.71466666667,16.89268072179315,73.60718579975928,30.486266838370526,60.01359968318191
2023-03-29,45211.119999999995,8162.48,19531.77,108617.49275104985,153828.61275104986,1418589.5800000066,235699.44000000006,133681.86271932785,7944.554499999999,19072.928333333333,1398532.8718333389,240621.13450000004,16.826854510133685,73.32554536941001,30.287555394075284,59.86484448546841
2023-03-30,51621.85,9775.1,23338.93,101231.63135035985,152853.48135035986,1428607.6700000064,236346.63000000006,133997.9369654992,8008.595666666666,19223.430833333336,1401034.5195000058,240424.2031666667,16.73176453684941,72.88160639206082,30.020769330053586,59.592601598856646
2023-03-31,46605.37,9985.85,23939.93,90931.16226852986,137536.53226852987,1439507.0000000063,236866.56000000006,133097.6011652215,8012.243333333333,19230.776333333335,1403578.4596666724,240177.89366666673,16.611777204955274,72.98605294648473,29.97636038679139,59.621469764648616
2023-04-01,44551.659999999996,5562.73,13253.11,91923.31944336987,136474.97944336987,1428680.4800000065,233532.32000000007,132551.78402248502,7959.081,19097.679999999997,1405840.2666666722,239834.87850000005,16.65415693375718,73.61314393511005,30.133488841236826,60.1338120276304
2023-04-02,39566.55,4985.11,11986.76,91923.31944336987,131489.86944336985,1417920.9100000064,227443.85000000006,131899.6467757637,7872.381666666667,18890.802499999998,1407768.3810000056,239423.9176666667,16.7547322221755,74.5213646164585,30.41314913381783,60.86294770481618
2023-04-03,31253.81,8312.74,20015.83,78037.89729507986,109291.70729507986,1416358.9800000065,230291.51000000007,131084.01744908086,7830.117833333334,18790.132999999998,1409488.486833339,239063.70400000003,16.741001890296907,75.01216126747688,30.53130349868937,61.22185965908443
2023-04-04,24030.81,7223.0,17375.49,73760.03584279986,97790.84584279986,1409795.3100000066,232201.83000000007,130203.49568204503,7769.012333333333,18644.724,1410916.4880000057,238737.96900000004,16.759336978189683,75.67376636951053,30.72951345123793,61.703589896462276
2023-04-05,30985.42,7044.12,17076.7,68594.56883935987,99579.98883935987,1401439.4600000065,229689.32000000007,129390.55179828519,7785.2175,18688.077999999998,1412216.2576666726,238459.51650000003,16.620030435666724,75.56776345147279,30.629782212250337,61.55801167488917
2023-04-06,50757.45,9096.97,21823.19,65555.39522802987,116312.84522802987,1409975.8300000064,231440.53000000006,128943.20735433653,7850.1151666666665,18843.9285,1413702.7211666727,238306.4068333334,16.42564530796415,75.02165597617676,30.357058689436222,61.090242594704684
2023-04-07,51742.5,7945.88,19183.6,62428.24931074986,114170.74931074986,1418340.0200000065,231442.83000000007,128738.61575643052,7841.926333333333,18826.752833333332,1415243.9758333392,238113.39866666673,16.416708125554166,75.17196344807837,30.364146326461718,61.22452524717082
2023-04-08,58289.55,5017.6,12084.61,71112.14572354987,129401.69572354987,1412149.3000000066,227732.9700000001,128964.98629632835,7802.2105,18733.959333333336,1416640.138500006,237835.86400000003,16.529288244187764,75.61883279950213,30.483138592582197,61.664982451107704
2023-04-09,53521.89,4767.66,11453.1,71112.14572354987,124634.03572354987,1408711.2500000068,222858.8300000001,129032.58670507687,7753.1165,18616.305166666665,1417922.751500006,237501.67466666672,16.64267352426303,76.16563753149367,30.63305893399986,62.17525212175684
2023-04-10,45703.56,7818.33,18808.12,58623.86662606986,104327.42662606985,1412340.5600000068,225318.96000000008,128429.68247738652,7729.214333333333,18558.039333333334,1419146.4088333396,237189.23350000006,16.616136768715975,76.47070810353958,30.68736656416524,62.39947830809031
2023-04-11,38464.409999999996,7239.15,17414.920000000002,56502.59130163986,94967.00130163986,1407091.6400000066,227789.32000000007,127733.84328887938,7701.572499999999,18487.744499999997,1420174.331000006,236913.18900000007,16.585423728580025,76.81706824756293,30.76166445229206,62.640827523850895
2023-04-12,45928.02,9110.7,21678.79,45037.077655579866,90965.09765557986,1407070.0400000068,227114.98000000007,126846.19320627119,7753.5175,18609.896833333336,1421215.022666673,236690.6083333334,16.359825486467425,76.36877492630947,30.526868396612684,62.201732016164215
2023-04-13,53050.15,9700.51,23158.49,52124.25171134987,105174.40171134987,1416967.2700000068,228493.8500000001,126286.9896912592,7823.5678333333335,18775.695666666667,1422452.7825000063,236588.98616666673,16.141866777609696,75.76032375862113,30.240548967780203,61.66164156845062
2023-04-14,49139.36,9199.2,22102.760000000002,50584.52062174986,99723.88062174986,1424761.2500000068,228917.4600000001,124973.76256702753,7799.284,18720.355166666668,1423649.0125000062,236408.44983333338,16.023748150090128,76.04818390598409,30.31155806524463,61.76037399082959
2023-04-15,47821.93,5185.5,12494.38,52995.24723978987,100817.17723978986,1413756.4300000067,224165.3900000001,123894.6536374297,7741.434833333334,18580.22416666667,1424565.748500006,236094.4341666667,16.00409437071793,76.67107434880728,30.49750327291825,62.17766544660695
2023-04-16,42617.82,5204.11,12434.05,52995.24723978987,95613.06723978987,1404951.5900000068,220448.4800000001,122641.55651942936,7672.308,18413.91083333333,1425214.4800000065,235728.4488333334,15.984962610915693,77.39879338505577,30.724581030028173,62.65917496594328
2023-04-17,34225.86,8391.96,20162.21,114293.86863569096,148519.72863569096,1400714.3900000069,223633.3600000001,122271.40215592271,7651.384333333333,18361.767333333333,1425656.7015000063,235411.27050000004,15.980298051850056,77.64267325792312,30.767147517924105,62.855823791849076
2023-04-18,26204.87,8020.99,19160.76,112016.28267420096,138221.15267420097,1393819.150000007,226026.5800000001,121945.54606195056,7614.759,18273.103833333334,1425828.283166673,235112.26816666673,16.0143671076065,78.02879555501201,30.87586464215962,63.167298020458894
2023-04-19,33487.48,6390.78,15559.23,107731.79032047096,141219.27032047097,1383278.3500000068,223451.5100000001,121713.71709541626,7625.949999999999,18304.38,1425848.4308333397,234841.0361666667,15.960466183939873,77.89657070238597,30.794987662739295,63.06204922358655
2023-04-20,51872.72,9203.36,21936.15,97853.45099779095,149726.17099779093,1390739.0400000068,226150.4900000001,121680.98696245228,7699.035833333333,18476.91,1426052.141166673,234712.2246666667,15.804704588544555,77.18022879186363,30.485924438806897,62.49900894160128
2023-04-21,50994.14,8882.3,21250.96,98024.51461879096,149018.65461879096,1399517.8400000068,227844.4700000001,121903.74290710945,7713.309333333334,18510.0085,1426333.3710000066,234571.12066666674,15.804337365324919,77.0574130746621,30.411216577683398,62.45053386230362
2023-04-22,57260.19,4895.0199999999995,11747.07,99637.34587736095,156897.53587736096,1391050.770000007,223163.07000000007,122480.27627779564,7684.0385,18438.236833333332,1426458.2171666732,234316.3913333334,15.939570875106318,77.36413356985787,30.493911675915392,62.80979276904879
2023-04-23,52484.89,4775.3,11432.24,99637.34587736095,152122.23587736094,1384830.790000007,218501.72000000006,122869.34476247616,7630.5095,18308.576666666668,1426411.4898333398,233978.35333333342,16.10237753618892,77.90946919594913,30.66352952359648,63.34831720854157
